captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate
image (question),ZMEDZ,ZMEDZ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.48458837370073327,0.6433886718555757,0.6457276593334645
image (adversarial),NLLXR,8JMKJ,0,7.27,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.30092673169188866,0.6759681893296363,0.6883409404938352
image (adversarial),LNCHT,LNCHT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4483946444036302,0.6540072029969202,0.41864936319067714
image (adversarial),P7ZBH,P7ZBH,1,3.13,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.42401094871020106,0.41710203642580385,0.40604925276809173
image (adversarial),HQUSY,HQUSY,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6203984995425722,0.45849802428910413,0.628621761620856
image (adversarial),39WY6,39WY6,1,8.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5276323463331325,0.4122319113654765,0.6013052957730493
image (semantic),CXR6C,CXR6C,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.40539838429785857,0.6974187971280212,0.42083922984552175
image (semantic),H348F,H348F,1,6.14,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.62602669465269,0.5438007800111772,0.4121323687497505
image (adversarial),L57FG,L57FG,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5081255852997788,0.361327202986504,0.6172831423097047
image (semantic),EN9G6,EN9G6,1,8.14,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.39188872880329656,0.38778383492609425,0.4014555555829151
image (question),D63M4,D63M4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4750158365246736,0.47074726266263256,0.6103622897815351
image (adversarial),2L6BJ,TJRHG,0,8.14,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4480780428964179,0.3224200161643085,0.6766248521313414
image (question),Y8EEK,7AQFF,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.3272405503587365,0.6888821804510203,0.53261107149571
image (question),3K6B4,3K6B4,1,8.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5888849360155676,0.6665167296866341,0.40357740122244906
image (question),D7WYL,FJNWH,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.4041800421891211,0.34234833902805617,0.6146638954651493
image (semantic),5Q3RE,5Q3RE,1,8.62,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5023156996733242,0.6724536152603894,0.37195148514375637
image (adversarial),UYN2K,UYN2K,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4018889841880145,0.5028532943865868,0.5957990382535245
image (question),WQ2CF,WQ2CF,1,6.59,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3519962909356842,0.3343810706714583,0.3188585106111342
image (adversarial),HMYP7,HMYP7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.545676297098388,0.5678438541779839,0.65634216063022
image (question),B4KBW,B4KBW,1,7.86,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.39021411418397495,0.3604202370420747,0.34142760213541073
image (semantic),FL62R,FL62R,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.36906539552063605,0.3568419900694967,0.4968919961015774
image (question),HTFA5,HTFA5,1,8.68,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.35986140711409437,0.345194749163629,0.37045902722145363
image (adversarial),UW5GG,KQ6AS,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5943762272641293,0.5769424305545641,0.6265815889701307
image (question),SSULJ,SSULJ,1,8.36,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3083238238228544,0.36648404303289767,0.6440725605910749
image (adversarial),XC2L3,XC2L3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.47927801757107724,0.40295146293614514,0.5807963219397477
image (semantic),WG8VL,WG8VL,1,4.19,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3932685830235703,0.373994611061664,0.6685127600968126
image (adversarial),7UACN,7UACN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5170947792640773,0.35670395436740276,0.5418345961982644
image (adversarial),U7EKC,U7EKC,1,7.14,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6696242209216515,0.6820200977591784,0.6074419719294093
image (adversarial),LXUHH,ZX8BN,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5673500261312769,0.6249456082408706,0.5583010417479441
image (question),LJSWT,LJSWT,1,8.96,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3388384169177167,0.38190508700564907,0.34278765983294035
image (adversarial),BU5H5,BU5H5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.32569293623841417,0.5569464835039017,0.3707120890930406
image (semantic),43MKX,43MKX,1,6.75,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6533743116636654,0.5844915192499442,0.5153305624534299
image (semantic),9KA2D,24XBN,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.430686647481155,0.5225088075913004,0.32339505669314683
image (question),US7QS,K5Z2D,0,7.46,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.39782078216048566,0.42547135210269976,0.43091689281445256
image (adversarial),PEKFV,PEKFV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5859436062877237,0.47444748523433,0.357932228383558
image (semantic),AYBFJ,U55C5,0,9.42,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3867832654590537,0.6890320989870068,0.41256180325966746
image (adversarial),Q4PV9,Q4PV9,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4110740321140507,0.5762618766035019,0.3386140306344261
image (question),GZAHP,GZAHP,1,3.04,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.46392853564303144,0.5950001886135008,0.5980504189970836
image (semantic),7ZTGN,J66TA,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6491872700940404,0.3015395382695361,0.5527233214569487
image (adversarial),MY74V,MY74V,1,6.74,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5639939033340019,0.5258220963695834,0.5445858808232776
image (question),P4275,P4275,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.37092416239928133,0.5223240017680628,0.6558141565525804
image (adversarial),N38GR,N38GR,1,9.74,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6600513182490582,0.3333207145501917,0.4344889957755796
image (adversarial),722FQ,722FQ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3991328639806909,0.5208599904319726,0.6860528969078405
image (question),CESF6,CESF6,1,4.57,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.586758502151888,0.3609418246124665,0.5692107604162819
image (question),6QV5S,6QV5S,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.43014673503710943,0.6751582317479069,0.5945132790236907
image (adversarial),8RNWP,8RNWP,1,9.54,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5516598663429966,0.44809362836337613,0.5328004693002943
image (adversarial),S54HC,S54HC,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.350974263152745,0.5426795197862228,0.6826089960627304
image (question),SD9P5,SD9P5,1,8.14,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5573006011454755,0.5164071133517596,0.41956343159062714
image (adversarial),AYZYN,AYZYN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5783724664251239,0.6287901264406852,0.5135466318859822
image (semantic),M4EQK,M4EQK,1,7.22,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5028919207846421,0.5262017604443703,0.6809696381166804
image (semantic),XWAQK,XWAQK,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.35460147434273825,0.6446612704033546,0.3089899255187863
image (adversarial),EVP9K,EVP9K,1,6.87,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6057879371579669,0.5296377230248924,0.4585429116619563
image (adversarial),VKXJM,GVSKP,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5471227730828768,0.5283914306289751,0.4622512408369768
image (semantic),H4SWG,H4SWG,1,7.09,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5932304548666625,0.514573925162635,0.5132871869409615
image (adversarial),AKAVX,AKAVX,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5059078657811985,0.4577993925685831,0.30396510459979476
image (adversarial),6BN8B,6BN8B,1,4.25,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4600859054621398,0.5211507785374799,0.6606927217877105
image (question),TJS2A,LK4TV,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6509039298880814,0.5292537586556211,0.3759815569965065
image (semantic),ZJ59T,ZJ59T,1,9.41,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4663976162202596,0.6461974836485457,0.30582755550556573
image (question),BGXZ2,BGXZ2,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4613188239986375,0.5368695494192973,0.6477755033330747
image (question),G78ND,G78ND,1,9.28,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4044236951090518,0.526133302425092,0.6301872087665644
image (adversarial),KQB27,KQB27,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.664906477986293,0.5614510778138493,0.5123277976277592
image (semantic),WBD2P,WBD2P,1,9.78,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.655422239565647,0.34915009751202297,0.392370478127549
image (semantic),EVBRX,EVBRX,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6818768573461158,0.5234504368972387,0.6716502499606289
image (adversarial),8N3EL,8N3EL,1,5.98,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4376771974899823,0.5389426095372079,0.6488970770766938
image (semantic),F8FVL,JK6KK,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.3861819414254133,0.5540809084401019,0.5639626064744448
image (semantic),3MHPF,3MHPF,1,8.81,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6392412657263561,0.6271124638073451,0.5137510216987853
image (question),9KZGF,9KZGF,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6315597887690447,0.6597883272049785,0.32254264057673304
image (adversarial),EFC57,EFC57,1,6.24,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6116530819901866,0.39473142302970793,0.6115203757288828
image (question),F2TTH,F2TTH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4386020200123937,0.42839400682558265,0.5700427064932254
image (question),FXF4E,FXF4E,1,5.58,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6436869362372988,0.3405612600030905,0.3462624638602088
image (semantic),CCLB5,CCLB5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.31886544335863826,0.42340552985455493,0.3370984561989496
image (question),JHMG2,JHMG2,1,8.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.41902524363505955,0.6495380149153601,0.5927200548152622
image (question),5DUY9,5DUY9,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.483784932492491,0.4039829888623504,0.6389621523061454
image (question),LRTHD,LRTHD,1,8.78,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3871092957892575,0.33325835428788336,0.6150061221976508
image (question),SVF7S,SVF7S,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5024110392777559,0.6558497761937456,0.6248340246486923
image (adversarial),3RRA4,3RRA4,1,7.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.47391797358976145,0.4263878783114886,0.32503795121151485
image (question),P4GLH,P4GLH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6248671198063402,0.6136995718236502,0.320001015369675
image (semantic),DPRK5,N79H4,0,7.15,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4986256095398137,0.5940882667278969,0.4770772330233656
image (question),EVJN3,EVJN3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.40479724994799127,0.6624140749617071,0.3210633147048693
image (adversarial),3YDTT,3YDTT,1,7.79,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4918762243624777,0.5309757769613321,0.5125166860399271
image (semantic),LDCVX,LDCVX,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4162037518757644,0.4149959360665118,0.5602204391205581
image (semantic),82K26,82K26,1,9.38,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5679967779370312,0.5896788580948745,0.5331355702004198
image (adversarial),M2RWU,BEQUZ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.601693488716779,0.3505673645301099,0.5073250911888398
image (semantic),V6544,V6544,1,6.23,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.41969589152579384,0.5161791628227574,0.5557191002620336
image (adversarial),72S7J,72S7J,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4314925873603975,0.33955261346670257,0.4063503527486474
image (question),2F99D,2F99D,1,8.26,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.37289008416569064,0.3870551217740634,0.3118739641008378
image (semantic),5DCH9,5DCH9,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4966736430951718,0.5155082347386668,0.4100408969678282
image (adversarial),6A3X5,6A3X5,1,7.04,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6374840161804418,0.5291434604831786,0.6383692627159474
image (question),ME57U,ME57U,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.38840446419451424,0.6157274555375243,0.33577210792304313
image (question),S22QZ,S22QZ,1,8.22,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6075208808068469,0.5675743827772644,0.37806354798834474
image (semantic),DU3CH,DU3CH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6430596009869523,0.3502600903893449,0.5294021009944643
image (adversarial),WLDZB,WLDZB,1,8.02,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.32362832334662806,0.5124475161078277,0.6305407122820958
image (question),BL6KY,SG2EQ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.3826336306347278,0.32787151904635686,0.4373004106660669
image (adversarial),GMZNH,GMZNH,1,6.81,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4412919409334495,0.6193916607459842,0.324141456795676
image (question),994PM,994PM,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.682250551259216,0.48014510472315286,0.398524102824772
image (adversarial),NNUUM,NNUUM,1,7.75,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6159415628827236,0.34627606600899097,0.4519323417251626
image (semantic),BESHR,WPLHF,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.4827742935066611,0.6421041254949806,0.5178809094265142
image (question),C3J4X,C3J4X,1,9.64,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3306173593847808,0.6573205384756419,0.5493807375406502
image (adversarial),WGT47,WGT47,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.46383789726565916,0.4062403918589761,0.6901251595416813
image (question),XTE9A,XTE9A,1,4.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.35708396877827164,0.4678793704763967,0.4688882712552574
image (semantic),JJD2H,JJD2H,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.42679541049673236,0.3845658449130207,0.3086430954198374
image (adversarial),BRJ27,BRJ27,1,4.21,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.644106825014389,0.5506784706270398,0.5768221644159137
image (question),T58S2,T58S2,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6484675059315593,0.6017595200565944,0.44024199876751247
image (question),4LZQ5,89324,0,8.64,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.34931435124132854,0.4063528206594764,0.3786183953919201
image (adversarial),422BK,422BK,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.38330583450391176,0.5015507184267243,0.5090869811211403
image (semantic),GRWMS,GRWMS,1,8.81,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5929192371190679,0.38577962340326,0.41358587372595346
image (semantic),DYVVD,FEEJF,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6806055645618039,0.3772005543489786,0.6303618628886807
image (semantic),BJWF5,BJWF5,1,3.94,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6577754708677307,0.5444852412785595,0.5896644701134349
image (adversarial),JJAYR,JJAYR,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5366260553564597,0.5816617973807794,0.33988191355772657
image (question),M24WB,J8AZT,0,4.01,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.49308847401913103,0.546450255243678,0.3395162730060562
image (semantic),ENJ7P,FA4YX,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.3733328973575117,0.44927772306838215,0.6967423125982549
image (semantic),FDTVB,FDTVB,1,6.32,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4221915047841427,0.5103361857879791,0.33968670573098136
image (adversarial),ENYF7,ENYF7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3605785720915676,0.3140591652148888,0.537822727367941
image (semantic),3ZCMP,3ZCMP,1,3.21,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5174805449944507,0.3124709070026171,0.43558566112770536
image (adversarial),DHL38,DHL38,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.310398744936377,0.4845579481607314,0.5461343749209616
image (semantic),2WFCG,2WFCG,1,7.59,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6251987707038961,0.5265486509837402,0.5972977623621109
image (adversarial),RFA4L,DF38R,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6688197306094921,0.6093895920495025,0.5973926049694795
image (adversarial),AJHB9,AJHB9,1,4.01,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6300210244225946,0.603830508296294,0.41725430445918005
image (question),WALGU,WALGU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.602131524927265,0.35676642940744707,0.593027353030033
image (adversarial),UK43R,UK43R,1,7.38,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3721178095812428,0.5468096286732076,0.3832976510357944
image (question),LHEPW,LHEPW,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5410711581061517,0.4200431785589459,0.5228765458587004
image (adversarial),84MTD,84MTD,1,9.51,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3148221526486076,0.3423074785062689,0.5299889852625573
image (question),U4FP6,JT37S,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6973470889253855,0.5812474765942566,0.5930027324159453
image (question),PGNBA,PGNBA,1,6.07,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5102075584806033,0.4247846199756458,0.4035271615494358
image (semantic),X99DB,X99DB,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.41663036829147104,0.6385483103014641,0.3522517981700719
image (question),BUZS4,BUZS4,1,8.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6574935374927152,0.6897941237735747,0.4572152483699603
image (adversarial),39JJP,39JJP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.47961894853278664,0.6802335710497877,0.5016678725413093
image (question),8PJFY,8PJFY,1,7.8,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.30389133741907043,0.3263672262366744,0.3665998822429831
image (question),Z5ML6,Z5ML6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6045449978643775,0.30079133528756946,0.3082484722679069
image (question),HKYNH,HKYNH,1,6.98,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.34449195746238953,0.3019317001204451,0.506463189485944
image (question),CJNAU,CJNAU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6423495854449115,0.3369381111397835,0.5270869635133998
image (question),4ER7Z,4ER7Z,1,8.01,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5327889075078193,0.5127730159314601,0.6093337493454505
image (question),BA3LT,BA3LT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6370580910174694,0.33288019878507474,0.6418279316025994
image (adversarial),9NBAV,9NBAV,1,3.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6364630072487617,0.5357945815177261,0.41093200947134767
image (question),D48CD,D48CD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.652952188507208,0.4273363056554404,0.5648611205939325
image (question),YLEU3,YLEU3,1,5.54,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3600324927949261,0.30726844426725075,0.554368788778109
image (question),LHPAL,JNQYD,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6773798572264734,0.5428838241017772,0.4001531430583702
image (adversarial),TJWAE,SV28E,0,7.57,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6079964087577905,0.6640999349701469,0.5754873320668805
image (adversarial),6ESSC,M9PF7,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.40483198073156823,0.4299046692396238,0.35437727113833717
image (question),MQACV,MQACV,1,6.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6969961427795575,0.5240054754925303,0.355795692061366
image (semantic),X8W39,X8W39,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4383806275262261,0.30715956773419584,0.5662234510966466
image (question),BQFBP,BQFBP,1,3.61,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.30941265241438776,0.33410121836598755,0.5246230400869337
image (adversarial),C67G6,C67G6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.527119322821522,0.6960820762074895,0.5508586806869975
image (adversarial),EWJTM,Z9JNB,0,8.4,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4991033963424817,0.4717532886124437,0.6005720386657187
image (adversarial),6W69P,6W69P,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3875052090052671,0.5536052355165653,0.45312774129276695
image (adversarial),CHMZ3,CHMZ3,1,5.45,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6932142174391681,0.6856155506726771,0.4236510589474978
image (semantic),8C9TF,8C9TF,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.42714012788791145,0.34062271341518535,0.5717555765098857
image (semantic),FQANP,JC766,0,8.99,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6236959290129747,0.6739789615603756,0.6727529248559175
image (adversarial),PTS53,PTS53,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.41738072476775934,0.48683260926565325,0.3322078396749242
image (semantic),WMB9D,LJGBZ,0,3.88,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5041039565304162,0.5002394186425962,0.49334905145592006
image (question),62T8E,62T8E,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.43451136884281005,0.5548792851949442,0.6373906530522638
image (adversarial),MMUF9,MMUF9,1,3.71,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5639699241249453,0.41056491077253177,0.41322196317558907
image (adversarial),YRGTS,YRGTS,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.48543972447239647,0.3010085816895202,0.5674760414035156
image (question),LUK5S,LUK5S,1,6.76,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3715080402017106,0.3259091512210222,0.5067268767274243
image (adversarial),9N5A5,MGZCZ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6266234698914185,0.6971853227726887,0.3726979347798467
image (adversarial),HAYBV,HAYBV,1,3.7,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.680424736523308,0.4695535779124238,0.6295182554303649
image (semantic),Z5N9G,Z5N9G,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.32499279081673177,0.5795469439078701,0.3420138287385538
image (semantic),UV8C3,UV8C3,1,4.68,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3129734931539249,0.3052825337942141,0.4191256103485333
image (question),2RD42,6E9MY,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5219103527514364,0.3182348721643516,0.5996860060243674
image (question),99ZJU,99ZJU,1,5.55,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4139581377667218,0.6912730831984655,0.4866637314005958
image (adversarial),ADGQH,ADGQH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5120436554123415,0.5824675205927486,0.30905352673693964
image (semantic),X4SAE,X4SAE,1,5.91,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4871928024254569,0.6041811169869842,0.5860235489210415
image (question),PTS2R,U9JRD,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6339158211786411,0.35191139249133246,0.38112104438795474
image (semantic),GLHQP,GLHQP,1,7.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6453164640249084,0.6598681208578892,0.3027896439494525
image (semantic),YMM5S,YMM5S,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3058921908429755,0.5605327375438605,0.5676518704537349
image (semantic),2GNF9,2GNF9,1,8.34,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3486166697463484,0.5340320767106158,0.6157368063727444
image (semantic),T5JXA,T5JXA,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6203388078286767,0.5728961041052314,0.44260292371002796
image (adversarial),DU97Y,DU97Y,1,8.87,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6758412178679462,0.6773287628353761,0.33577707505778687
image (question),64NA7,64NA7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.38703424691446103,0.4455914707375188,0.6916900513798503
image (adversarial),J3KGZ,J3KGZ,1,8.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.34500249212981093,0.5152774359753802,0.388852556281946
image (semantic),SHA7Z,BD7NZ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5402748072426584,0.6237958254653044,0.6256189704402395
image (question),2Y9YN,2Y9YN,1,4.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6176751680525184,0.39243535896464166,0.6470943836442176
image (adversarial),TCL46,TCL46,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4104549137117981,0.49946756786290136,0.4038306706211191
image (adversarial),4UP8L,4UP8L,1,8.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.39871276185455773,0.4347840139894235,0.5977839999345491
image (semantic),67LDH,67LDH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.448846405044427,0.5251148924164489,0.5026758614136647
