captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate,Target
image (adversarial),HCG7F,HCG7F,1,3.53,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),QN5PE,QN5PE,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),F2F5N,F2F5N,1,6.87,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),UIN74,UIN74,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),V3G60,V3G60,1,3.1,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),96GOR,96GOR,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),T5Q51,T5Q51,1,3.56,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),7Q25Y,7Q25Y,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),HG4G7,HG4G7,1,8.97,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),5PU2P,AIU01,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),LC5WW,LC5WW,1,7.89,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),HVEZ9,HVEZ9,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),5FU3H,5FU3H,1,9.82,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),UPEPP,UPEPP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),3QFXM,3QFXM,1,4.85,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),0VA0S,0VA0S,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),3PRNO,3PRNO,1,6.82,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),X7U4G,X7U4G,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),16185,16185,1,4.96,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),T6VGF,T6VGF,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),G8ICF,M9E5I,0,8.64,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),MLZ6I,MLZ6I,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),33K2W,33K2W,1,4.14,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),4OFPA,4OFPA,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),U09IE,U09IE,1,3.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),5C21O,5C21O,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),ECF8O,ECF8O,1,5.16,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),NF6NV,NF6NV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),U6M9D,U6M9D,1,6.12,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),ZDN0E,JLYS7,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),JD6Z6,JD6Z6,1,8.66,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),IAVX5,IAVX5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),ECFDM,ECFDM,1,5.48,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),LJZFU,LJZFU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),XB4RV,XB4RV,1,6.26,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),9N04F,9N04F,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),I3WYZ,I3WYZ,1,7.13,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),08KTR,08KTR,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),NU851,NU851,1,6.91,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),MMWCM,MMWCM,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),KPCSW,KPCSW,1,6.71,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),3T9LP,3T9LP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),2ASOE,2ASOE,1,5.54,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),75WLN,75WLN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),TG5AD,TG5AD,1,8.57,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),7O19Q,7O19Q,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),VJGA4,VJGA4,1,4.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),JKUV2,JKUV2,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),PGYBO,PGYBO,1,8.82,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),M48NG,M48NG,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),KBZWB,KBZWB,1,4.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),1TGF4,1TGF4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),VNAB8,VNAB8,1,6.4,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),BOO70,BOO70,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),PEKZZ,PEKZZ,1,7.01,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),IGJD3,IGJD3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),IE952,IE952,1,9.56,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),WKDPE,WKDPE,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),OJ3E0,OJ3E0,1,6.29,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),6SRP7,6SRP7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Y2VG9,Y2VG9,1,8.66,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),R4DTA,RWGKG,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),5KHL1,5KHL1,1,4.18,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),JPMH3,JPMH3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),U9F51,U9F51,1,5.65,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),1PUKQ,1PUKQ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),0JX9A,0JX9A,1,9.12,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),WL0JD,WL0JD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),LVA2U,LVA2U,1,3.54,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),YBRXO,YBRXO,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Q8SJQ,Q8SJQ,1,3.58,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),148MO,E51O7,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),62NKY,62NKY,1,6.62,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),VBCQ7,VBCQ7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),D1LBQ,D1LBQ,1,5.03,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),IO5B6,IO5B6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),P6VIA,P6VIA,1,7.66,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),AOZ5E,AOZ5E,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),GO46X,GO46X,1,8.4,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),QXPH1,QXPH1,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),3N1UH,3N1UH,1,7.87,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),Y5SRO,2W44W,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),UFEQJ,UFEQJ,1,7.9,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),C5YPO,C5YPO,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),CC1U8,CC1U8,1,9.6,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),UG44C,7RUPL,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),5H2QQ,5H2QQ,1,8.76,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),LJOKB,LJOKB,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),T8I5Y,9VAK1,0,5.12,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),VPANG,VPANG,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),TGN9T,TGN9T,1,9.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),0K23Z,0K23Z,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),0QTOS,0QTOS,1,5.64,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),XXYMX,17DXJ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),17X6X,17X6X,1,4.4,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),QBR79,QBR79,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),B5HST,B5HST,1,9.06,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),4QOTV,4QOTV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),X134L,X134L,1,3.13,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),FSUMU,FSUMU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),WDPA7,WDPA7,1,7.2,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),64GRO,64GRO,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),T4IEC,Y5KH2,0,5.95,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),NXXMS,CA037,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),FF5HV,FF5HV,1,9.48,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),8QIG6,8QIG6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),37CVX,37CVX,1,9.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),KNE1Y,KNE1Y,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),I1J1Z,I1J1Z,1,8.45,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),KAIOZ,KAIOZ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),E5U9I,E5U9I,1,7.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),O98IB,VWTKC,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),NL384,BJVNF,0,3.94,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),OWAPC,UOGMV,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),V6V3V,V6V3V,1,9.66,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),TH105,TH105,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),QRVN2,QRVN2,1,4.73,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),SB836,SB836,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),HTG1D,HTG1D,1,3.21,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),6KB9Z,6KB9Z,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),W0C20,W0C20,1,3.24,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),K7CKA,RFWTE,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),VTX3N,VTX3N,1,7.67,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),ZKAWZ,ZKAWZ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),GMIUR,GMIUR,1,9.6,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),D7UWE,3T93X,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),4OEAR,4OEAR,1,9.55,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),QODSU,QODSU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),16X14,16X14,1,8.57,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),LJZL8,LJZL8,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),XLOAR,XLOAR,1,4.19,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),R8CP1,R8CP1,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),BZ30V,BZ30V,1,4.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),RHBKG,L4KV2,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),RA0T5,RA0T5,1,3.46,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),8A4OC,8A4OC,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),QB7U2,QB7U2,1,7.87,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),8FTMJ,8FTMJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),JVC2S,JVC2S,1,8.19,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),03L4J,ONVEO,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),X3AKV,X3AKV,1,5.23,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),LT99I,LT99I,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),G2AHN,G2AHN,1,8.17,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),BS6TO,BS6TO,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),YAQTF,YAQTF,1,7.88,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),D6KPV,D6KPV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),MPH7V,MPH7V,1,8.95,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),SSB1P,SSB1P,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),8U9BG,8U9BG,1,7.2,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),WT0Y5,CH4FO,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),DMJMB,DMJMB,1,4.69,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),XEXB9,XEXB9,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),FAI6Y,FAI6Y,1,4.91,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),ZK08C,ZK08C,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),YEXHP,YEXHP,1,8.22,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),3U0UP,9EOIZ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),U7N9E,U7N9E,1,6.74,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),AN36A,AN36A,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),B7BIO,B7BIO,1,3.06,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),B05DW,WVAHB,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),EF2IB,EF2IB,1,7.26,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),MY1QN,MY1QN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),N4U38,N4U38,1,8.02,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),PE8M3,XJJW8,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),BKUVY,BKUVY,1,3.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),UWETO,UWETO,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),H541O,H541O,1,4.18,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),2NEWB,2NEWB,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),A8O34,A8O34,1,3.21,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),AQX16,AQX16,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),H2CSA,CI08P,0,7.77,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),3LBSU,3LBSU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),JCILP,JCILP,1,5.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),J0HYL,J0HYL,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),LQU01,LQU01,1,6.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),P0KZU,P0KZU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),5THLV,5THLV,1,6.92,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),O8NQ1,Y42DJ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),43DGA,43DGA,1,4.69,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),G3YVR,G3YVR,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),U4KB5,U4KB5,1,8.34,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),376QW,376QW,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),JP7WZ,JP7WZ,1,9.07,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),XBIGU,XBIGU,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),APG1G,APG1G,1,4.49,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),KXVS6,R35LJ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),M6C7L,M6C7L,1,7.36,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),H8EA3,HF1PW,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),26RQH,26RQH,1,8.08,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),ZBO70,PHNI2,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),MLW2E,MLW2E,1,8.77,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),X2KB6,X2KB6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),XP2NG,XP2NG,1,5.6,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),74PF4,74PF4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),GS9W2,GS9W2,1,8.57,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),80KQL,80KQL,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),HSHV1,HSHV1,1,7.02,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),TK92J,TK92J,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),B053A,B053A,1,8.6,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),H31PH,H31PH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),9JNEF,9JNEF,1,9.54,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),TXX6L,TXX6L,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),MJACY,MJACY,1,9.91,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),5EGVT,K37FO,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),QSR41,QSR41,1,9.76,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),HSTRL,KNBZ9,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),H0UNL,98O1L,0,7.2,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),PPJ1N,PPJ1N,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),844QH,844QH,1,6.8,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),UFDOA,UFDOA,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),60YOK,60YOK,1,6.66,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),OL15M,OL15M,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),PABSM,PABSM,1,8.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),KCCNJ,KCCNJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),65J1V,23HOT,0,3.03,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
